Participant ID,Using right hand?,Rotating Targets?,Trial Number,Global Time,Target Number,Target Time,Weight Shift Success?,Hit Success?,Random Sequence?,X Coord of COP,Y Coord of COP,COP Total Path,Trial Score,Accuracy Score,Time Score,Cumulative Accuracy Score,Cumulative Time Score,Cumulative Score,Reach Distance,Green Time,Yellow Time,Red Time,Preceding Green Time,Preceding Yellow Time,Preceding Red Time
emilytest6,YES,NO,11,102.4261,6,10.00007,YES,NO,YES,10.04805,-6.061064,176.8449,0,6.771088E-05,-6.771088E-05,13.25596,7.566023,20.82198,0.2565737,0.02222222,4.066655,5.911124,0.0222168,0.6442871,1.344116
emilytest6,YES,NO,12,106.4029,5,3.977766,YES,YES,YES,1.093765,5.986622,63.1909,9.975534,3.9533,6.022234,17.20926,13.58826,30.79752,0.09555329,0.8000008,2.277779,0.900001,0.7998047,1.210815,0
emilytest6,YES,NO,13,116.4005,2,10.00007,NO,NO,YES,-1.835119,2.995457,127.5366,0,6.771088E-05,-6.771088E-05,17.20933,13.58819,30.79752,0.223174,0.3444445,2.28889,7.366699,0.3443604,0.7775879,0.8886719
emilytest6,YES,NO,14,126.398,4,10.00007,YES,NO,YES,15.17762,3.032093,128.9202,0,6.771088E-05,-6.771088E-05,17.2094,13.58812,30.79752,0.1461597,0.2111111,4.555551,5.233337,0.05554199,1.477417,0.4776611
emilytest6,YES,NO,15,136.3956,2,10.00007,NO,NO,YES,-4.612978,-5.305677,130.4377,0,6.771088E-05,-6.771088E-05,17.20947,13.58805,30.79752,0.2197195,0.577778,5.133336,4.28888,0.3665771,1.644043,0
emilytest6,YES,NO,16,146.3932,4,10.00007,YES,NO,YES,14.79393,3.261503,145.6458,0,6.771088E-05,-6.771088E-05,17.20953,13.58799,30.79752,0.1653915,1.08889,5.744455,3.166661,0.5443115,0.9442139,0.5220947
emilytest6,YES,NO,17,156.3907,3,10.00007,NO,NO,YES,-17.99221,-12.37851,277.3795,0,6.771088E-05,-6.771088E-05,17.2096,13.58792,30.79752,1.169808,0.2444444,2.488889,7.266698,0,0,2.01062
emilytest6,YES,NO,18,166.3883,4,10.00007,NO,NO,YES,-20.28413,-13.39304,385.8821,0,6.771088E-05,-6.771088E-05,17.20967,13.58785,30.79752,1.229246,0.01111111,0,9.988956,0,0,2.01062
emilytest6,YES,NO,19,176.3858,3,10.00007,NO,NO,YES,-17.84934,-11.78275,378.6702,0,6.771088E-05,-6.771088E-05,17.20974,13.58778,30.79752,1.296631,0,0,10.00007,0,0,2.01062
emilytest6,YES,NO,20,186.3834,5,10.00007,NO,NO,YES,-18.96955,-12.92982,365.0629,0,6.771088E-05,-6.771088E-05,17.20981,13.58772,30.79752,1.245365,0.01111111,0,9.988956,0,0,2.01062
emilytest6,YES,NO,21,196.381,1,10.00007,NO,NO,YES,-19.14496,-12.94964,372.6061,0,6.771088E-05,-6.771088E-05,17.20988,13.58765,30.79752,1.248094,0,0,10.00007,0,0,2.01062
emilytest6,YES,NO,22,206.3785,2,10.00007,NO,NO,YES,-18.35051,-12.29733,360.2345,0,6.771088E-05,-6.771088E-05,17.20995,13.58758,30.79752,1.238693,0,0.01111111,9.988956,0,0,2.01062
emilytest6,YES,NO,23,216.3761,6,10.00007,NO,NO,YES,7.635419,-3.203939,402.643,0,6.771088E-05,-6.771088E-05,17.21001,13.58751,30.79752,0.3082769,0.1222222,0.8333342,9.044499,0.111084,0.8331299,1.066406
emilytest6,YES,NO,24,226.3736,3,10.00007,NO,NO,YES,0.630777,-1.46592,185.5331,0,6.771088E-05,-6.771088E-05,17.21008,13.58744,30.79752,0.5705848,0,7.300032,2.699998,0,2.01062,0
emilytest6,YES,NO,25,236.3712,4,10.00007,NO,NO,YES,-0.2348317,-1.064831,68.06021,0,6.771088E-05,-6.771088E-05,17.21015,13.58738,30.79752,0.5619775,0,0.6111114,9.388948,0,0.4887695,1.521851
